train_acc,train_loss,val_acc,val_loss
0.00913684210526316,4.608411,0.011600000000000001,4.6067367
0.008863157894736842,4.606391,0.0068000000000000005,4.6073117
0.008947368421052631,4.606107,0.0064,4.606329
0.00943157894736842,4.6060104,0.0076,4.6065245
0.009073684210526317,4.6059527,0.0076,4.606503
0.009136842105263157,4.6059,0.0072,4.6068363
0.009642105263157895,4.60587,0.0076,4.606609
0.00976842105263158,4.6058083,0.0064,4.6065464
0.008968421052631579,4.6057806,0.0076,4.6066947
